PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,TERLALU_TUA,TERLALU_MUDA,TERLALU_BANYAK,TERLALU_DEKAT,SANITASI,SUMBER_AIR_MINUM,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,30,80,80,18,8,2,0,30,21,17,41,18,2,0,2,0,80,7,73,2,61,18,43,8,82,36,46,28,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,91,77,72,12,8,6,4,55,5,5,28,40,1,1,0,1,68,58,10,55,24,4,20,3,42,33,9,31,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,87,17,12,3,0,0,0,3,8,1,7,2,2,1,1,1,15,7,8,1,6,4,2,0,13,0,13,5,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,32,24,11,8,7,2,2,5,0,0,6,5,2,2,0,1,12,9,3,9,5,0,5,0,8,5,3,4,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,76,70,70,13,9,8,8,41,0,5,40,13,1,1,0,0,34,11,23,10,1,0,1,0,6,4,2,1,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,30,16,10,9,6,3,1,7,0,1,8,1,0,0,0,0,15,9,6,3,13,0,13,0,7,7,0,3,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,48,54,49,21,12,2,2,5,20,14,19,3,0,0,0,0,42,18,24,5,21,3,18,0,15,4,11,2,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,86,68,31,10,7,5,1,1,11,3,7,11,3,0,3,0,42,29,13,18,41,7,34,5,16,8,8,1,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,39,20,17,6,2,1,1,4,8,4,16,1,1,1,0,0,10,8,2,1,5,0,5,0,18,13,5,8,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,45,43,5,2,2,0,0,3,0,1,5,0,7,5,2,2,29,25,4,0,7,4,3,4,20,13,7,9,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,46,35,7,2,0,0,0,4,1,0,5,1,7,4,3,1,31,18,13,14,12,1,11,0,5,4,1,3,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,49,27,5,3,1,0,0,4,1,0,2,0,1,0,1,0,10,8,2,5,1,1,0,0,10,7,3,4,JUNI
SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',60,76,34,11,9,4,3,16,9,0,9,21,5,0,5,0,65,16,49,8,30,9,21,8,8,3,5,4,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,50,62,38,14,4,1,1,31,5,0,26,8,2,2,0,1,15,7,8,2,2,0,2,0,0,0,0,0,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,93,67,51,33,29,15,14,2,16,4,8,26,14,12,2,1,12,6,6,1,0,0,0,0,13,6,7,4,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,83,36,22,4,2,1,0,19,2,1,7,10,9,8,1,0,24,18,6,12,8,5,3,2,24,17,7,23,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,38,66,22,4,3,0,0,18,1,0,0,20,4,4,0,0,52,44,8,26,1,0,1,0,43,11,32,6,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,35,52,19,6,2,2,0,3,7,3,14,4,7,0,7,0,46,36,10,0,22,8,14,7,51,21,30,30,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,70,40,37,9,0,0,0,10,4,11,2,20,7,1,6,0,21,7,14,3,0,0,0,0,9,2,7,4,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,79,30,20,19,3,3,0,3,12,3,17,2,12,9,3,9,12,5,7,4,4,1,3,1,1,1,0,1,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,55,64,22,16,8,7,7,7,1,3,18,3,6,1,5,0,30,28,2,6,7,1,6,0,23,9,14,16,JUNI
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,96,66,56,44,5,0,0,55,1,0,35,11,13,11,2,0,60,41,19,23,16,13,3,5,21,4,17,5,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,34,53,30,11,11,3,2,5,17,3,19,9,4,1,3,1,24,5,19,0,15,1,14,0,9,5,4,0,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,67,80,6,4,1,0,0,5,0,0,6,0,0,0,0,0,47,20,27,3,20,11,9,2,71,10,61,64,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,97,29,26,10,7,7,1,7,13,0,16,2,5,4,1,2,23,15,8,3,0,0,0,0,5,1,4,1,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,52,21,0,0,0,0,0,0,0,0,0,0,2,0,2,0,11,10,1,4,0,0,0,0,13,4,9,6,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,98,73,62,31,30,6,0,7,48,0,51,6,18,17,1,10,69,11,58,6,68,46,22,46,58,6,52,36,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,61,63,25,17,6,1,1,20,3,0,21,4,11,3,8,3,49,30,19,2,8,8,0,0,19,17,2,16,JUNI
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,49,28,10,4,3,0,0,0,1,9,10,0,5,5,0,1,27,19,8,6,10,9,1,9,27,27,0,12,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,43,75,27,5,1,0,0,12,13,1,15,7,7,5,2,3,55,18,37,12,15,1,14,0,32,24,8,16,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,32,76,35,35,0,0,0,7,19,3,4,0,2,0,2,0,70,27,43,9,18,16,2,6,20,11,9,1,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,65,64,16,13,0,0,0,4,9,2,7,6,6,4,2,4,37,22,15,7,11,6,5,1,18,16,2,16,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,44,58,56,8,7,0,0,11,25,7,33,5,4,1,3,1,40,26,14,23,12,7,5,0,8,6,2,8,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,78,30,7,1,1,0,0,2,5,0,5,1,10,5,5,2,12,11,1,3,0,0,0,0,17,14,3,12,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,91,71,37,11,6,4,3,34,0,0,11,24,18,16,2,14,47,22,25,13,31,26,5,13,5,2,3,5,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,59,27,15,15,15,4,4,9,0,0,6,2,6,3,3,2,10,7,3,5,3,0,3,0,7,4,3,2,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,47,80,46,27,15,5,1,45,0,0,13,26,1,0,1,0,63,38,25,26,16,6,10,4,9,0,9,6,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,LELING,54,57,40,29,9,5,3,15,17,3,36,2,2,2,0,2,23,10,13,0,18,13,5,11,56,0,56,41,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,98,34,8,7,0,0,0,6,0,1,3,2,16,3,13,1,15,7,8,7,2,1,1,1,15,0,15,3,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,90,50,15,9,8,7,1,6,3,3,10,5,15,0,15,0,13,13,0,5,5,1,4,1,14,3,11,7,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,54,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,29,2,10,2,8,1,55,30,25,12,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,92,23,16,6,1,1,1,5,9,1,4,4,10,9,1,0,12,8,4,2,2,1,1,0,17,13,4,8,JUNI
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,75,63,7,2,0,0,0,1,3,2,2,3,10,8,2,1,49,19,30,6,43,4,39,3,40,40,0,39,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SIMBORO,41,79,24,15,2,1,0,12,4,6,15,3,2,2,0,2,60,53,7,44,48,17,31,4,100,61,39,35,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,RANGAS,79,56,49,10,9,7,2,6,37,4,17,18,2,0,2,0,29,13,16,5,7,6,1,3,12,10,2,3,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,BOTTENG,53,61,61,17,2,0,0,31,30,0,48,4,3,2,1,2,24,8,16,6,15,0,15,0,30,5,25,9,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SALETTO,45,77,36,28,24,16,8,26,0,1,25,8,9,4,5,3,64,49,15,39,2,0,2,0,9,6,3,5,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SUMARE,74,63,52,29,9,1,0,10,33,1,25,5,14,1,13,1,47,29,18,22,41,15,26,12,84,52,32,26,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,BOTTENG UTARA,76,42,6,3,2,2,2,3,1,0,1,2,6,1,5,0,40,13,27,4,36,7,29,7,59,43,16,27,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,TAPANDULLU,52,65,51,27,21,19,3,20,9,7,6,14,9,1,8,0,20,11,9,3,17,9,8,8,1,0,1,1,JUNI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,PATI'DI,75,66,63,10,0,0,0,28,20,7,42,4,13,12,1,12,23,13,10,8,0,0,0,0,14,14,0,0,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,97,62,26,12,2,0,0,23,2,0,8,18,14,5,9,3,29,5,24,4,2,1,1,1,14,4,10,10,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,42,12,1,0,0,0,0,0,1,0,0,0,1,1,0,1,11,11,0,4,6,3,3,1,6,3,3,4,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,82,38,34,15,9,3,3,1,13,13,25,2,15,1,14,0,27,15,12,15,17,2,15,1,30,22,8,8,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,68,40,24,12,1,1,1,5,9,4,10,14,8,0,8,0,27,19,8,0,6,2,4,0,22,15,7,21,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,62,12,2,0,0,0,0,0,1,1,2,0,7,6,1,1,11,6,5,1,10,8,2,6,2,0,2,1,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,31,57,39,39,30,4,1,1,23,4,39,0,2,0,2,0,22,6,16,5,16,12,4,7,21,5,16,10,JUNI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,94,66,17,12,7,2,2,13,0,1,13,3,0,0,0,0,39,29,10,12,32,31,1,29,43,17,26,33,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,70,72,49,4,0,0,0,41,7,0,33,9,0,0,0,0,27,13,14,2,2,1,1,1,38,16,22,2,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,84,37,3,3,0,0,0,0,0,2,2,1,2,1,1,0,26,18,8,9,18,15,3,3,37,5,32,36,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,73,43,10,7,4,1,0,0,6,3,2,0,2,1,1,0,28,6,22,5,4,1,3,1,24,7,17,3,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,57,71,31,7,5,0,0,23,1,5,9,7,10,1,9,1,24,11,13,2,5,4,1,2,22,18,4,0,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,65,38,21,4,2,0,0,2,2,12,20,0,12,1,11,1,16,7,9,0,9,7,2,1,28,11,17,5,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,61,70,47,3,0,0,0,27,16,4,38,6,3,1,2,0,12,6,6,5,12,6,6,1,34,12,22,0,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,35,71,32,32,16,0,0,5,20,4,26,6,7,2,5,2,58,50,8,44,44,19,25,10,73,6,67,35,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,80,71,9,2,0,0,0,8,0,1,4,3,14,1,13,1,15,13,2,7,10,9,1,7,4,2,2,1,JUNI
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,61,60,26,6,0,0,0,18,0,6,11,5,5,1,4,1,11,5,6,3,4,3,1,3,43,27,16,36,JUNI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,57,56,39,30,18,1,1,0,8,30,38,1,11,2,9,2,42,21,21,5,8,7,1,6,32,30,2,30,JUNI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,99,28,21,12,10,5,2,6,6,3,5,16,13,3,10,2,27,24,3,20,26,13,13,3,31,0,31,10,JUNI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,50,23,9,6,3,2,0,5,4,0,3,0,4,2,2,0,15,12,3,10,11,8,3,3,16,1,15,6,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,47,25,24,14,9,1,0,6,6,11,20,2,2,2,0,0,10,7,3,5,10,5,5,0,16,15,1,7,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,62,31,18,9,5,0,0,0,13,2,1,9,9,2,7,1,30,6,24,1,0,0,0,0,0,0,0,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,91,61,34,20,15,4,0,29,4,1,27,3,16,15,1,10,19,17,2,15,7,5,2,3,48,46,2,35,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,55,64,4,0,0,0,0,1,0,1,3,1,11,0,11,0,34,24,10,20,30,25,5,6,0,0,0,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,98,11,3,3,0,0,0,2,0,1,1,0,12,12,0,2,11,10,1,4,10,3,7,0,9,6,3,7,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,87,34,26,4,2,1,1,3,5,8,19,0,5,5,0,5,29,12,17,6,19,14,5,4,28,28,0,27,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,89,15,7,4,0,0,0,7,0,0,6,1,2,0,2,0,15,10,5,6,9,4,5,2,14,9,5,5,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,31,59,35,34,17,5,0,29,4,1,13,14,4,0,4,0,22,5,17,4,15,4,11,4,5,4,1,5,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,84,66,64,51,0,0,0,30,27,0,10,25,11,4,7,0,18,5,13,0,18,17,1,16,43,28,15,36,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,50,17,15,6,6,5,1,6,6,0,6,4,4,3,1,2,15,5,10,1,0,0,0,0,3,2,1,1,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,75,52,17,7,2,0,0,12,5,0,15,2,4,2,2,1,18,10,8,8,0,0,0,0,21,12,9,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,50,26,12,4,1,0,0,8,4,0,8,3,7,3,4,3,15,9,6,4,12,12,0,10,16,0,16,3,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,47,27,1,0,0,0,0,0,1,0,0,1,2,2,0,2,13,12,1,12,7,4,3,4,13,1,12,7,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,43,62,19,11,3,1,1,11,1,2,11,1,2,1,1,0,27,20,7,0,11,7,4,4,46,30,16,2,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,58,74,2,2,0,0,0,2,0,0,2,0,8,5,3,1,68,62,6,9,62,42,20,40,0,0,0,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,86,66,28,14,8,6,2,14,4,5,18,3,17,15,2,4,11,11,0,8,2,0,2,0,38,1,37,9,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,99,71,49,31,7,1,0,5,40,2,15,8,10,6,4,4,46,31,15,30,4,0,4,0,51,29,22,37,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,31,31,27,20,20,16,10,2,5,10,21,2,1,0,1,0,27,24,3,18,14,3,11,1,17,6,11,13,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,61,38,7,2,2,1,1,1,0,3,1,3,9,0,9,0,34,19,15,1,6,3,3,0,5,2,3,4,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,84,42,40,5,1,1,1,31,1,0,14,14,15,7,8,0,19,8,11,4,16,9,7,2,38,23,15,13,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,31,39,20,16,15,1,1,17,0,0,0,10,0,0,0,0,36,5,31,1,6,3,3,1,30,7,23,3,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,35,76,20,2,2,2,0,16,2,0,0,0,6,0,6,0,69,24,45,3,18,0,18,0,70,36,34,8,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,99,49,31,17,3,2,0,20,5,2,30,1,19,12,7,1,14,5,9,1,14,0,14,0,24,14,10,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,83,25,2,2,0,0,0,1,0,1,1,1,16,12,4,4,11,11,0,5,6,1,5,0,6,4,2,2,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,73,11,4,4,0,0,0,0,3,0,1,1,10,0,10,0,10,7,3,3,6,6,0,5,3,3,0,1,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,60,27,4,1,1,1,1,1,2,0,1,3,0,0,0,0,21,8,13,4,10,7,3,5,6,0,6,4,JULI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,51,30,22,22,1,0,0,13,5,2,5,11,6,1,5,1,23,10,13,4,0,0,0,0,13,8,5,9,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,77,19,11,5,0,0,0,7,3,1,1,6,12,4,8,4,12,7,5,1,2,2,0,0,1,0,1,1,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,100,14,12,0,0,0,0,10,1,1,8,1,3,3,0,1,10,6,4,0,8,0,8,0,12,11,1,9,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,47,41,22,20,17,12,9,10,2,0,20,0,9,7,2,2,28,9,19,2,23,19,4,4,16,4,12,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,71,44,37,33,5,0,0,28,3,4,0,32,6,1,5,0,33,25,8,10,29,9,20,4,6,3,3,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,63,38,31,5,2,0,0,15,4,6,3,28,0,0,0,0,28,16,12,0,26,22,4,6,21,1,20,19,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,79,58,11,9,1,0,0,7,4,0,10,1,1,0,1,0,26,25,1,19,23,5,18,3,20,10,10,8,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,77,52,9,8,1,0,0,6,1,1,6,1,2,2,0,2,47,32,15,20,3,0,3,0,17,5,12,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,73,28,2,1,0,0,0,1,1,0,0,1,8,0,8,0,10,7,3,6,3,2,1,0,7,2,5,4,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,71,79,43,2,2,1,0,0,28,5,36,5,10,6,4,6,14,8,6,1,1,1,0,1,31,28,3,16,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,52,23,13,10,9,4,3,4,5,1,0,3,3,2,1,1,20,10,10,0,18,0,18,0,9,5,4,4,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,69,38,28,0,0,0,0,11,0,16,12,7,3,3,0,3,17,14,3,7,15,6,9,5,8,8,0,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,82,62,20,18,15,0,0,5,15,0,2,6,10,3,7,2,61,45,16,45,32,19,13,3,23,19,4,7,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,97,19,18,2,1,1,0,5,4,9,8,6,8,0,8,0,12,6,6,3,10,5,5,0,20,2,18,16,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,50,29,16,7,6,6,5,3,3,4,10,2,9,2,7,0,10,7,3,7,9,8,1,5,13,2,11,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,60,58,23,17,14,14,2,8,13,0,1,21,11,1,10,1,45,11,34,4,20,4,16,4,40,5,35,16,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,65,14,11,6,5,4,3,3,4,1,3,7,6,5,1,5,14,11,3,5,4,1,3,1,1,1,0,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,89,72,44,23,21,3,0,36,4,2,20,17,16,13,3,12,60,30,30,19,28,7,21,6,3,2,1,3,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,63,77,70,41,16,13,0,5,25,14,24,41,10,3,7,0,59,51,8,20,2,0,2,0,37,26,11,8,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,64,27,3,2,2,2,1,1,1,0,2,1,12,9,3,8,17,16,1,11,11,9,2,9,12,11,1,6,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,36,62,53,46,6,0,0,45,4,4,4,19,1,0,1,0,45,26,19,2,30,18,12,13,40,15,25,17,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,54,74,46,20,15,2,2,43,1,0,1,26,4,3,1,0,58,7,51,7,3,0,3,0,12,6,6,0,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,65,10,9,5,2,0,0,5,4,0,4,3,13,9,4,9,10,6,4,4,9,6,3,0,15,14,1,6,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,56,59,34,32,5,2,0,17,17,0,15,10,3,2,1,1,27,23,4,7,19,2,17,1,34,7,27,27,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,47,22,14,7,5,0,0,4,6,0,3,11,1,1,0,1,11,5,6,0,4,4,0,3,5,5,0,3,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,67,47,15,14,2,1,0,6,1,8,6,9,12,12,0,8,10,10,0,5,5,5,0,0,35,16,19,17,JULI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,57,13,4,1,1,1,0,2,0,1,4,0,3,2,1,0,13,9,4,2,1,1,0,0,1,0,1,1,JULI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,75,68,23,23,10,6,1,16,4,0,18,3,6,2,4,0,61,17,44,7,6,1,5,1,50,49,1,45,JULI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,92,20,8,3,3,3,2,3,3,0,0,0,5,5,0,0,15,14,1,9,8,5,3,4,6,2,4,0,JULI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,85,41,14,4,2,0,0,9,5,0,8,1,6,1,5,1,12,12,0,3,9,2,7,2,29,6,23,6,JULI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,70,34,1,1,1,0,0,0,0,1,0,1,2,0,2,0,28,10,18,6,3,0,3,0,26,2,24,25,JULI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,32,13,8,1,1,0,0,5,3,0,5,1,0,0,0,0,10,8,2,7,8,5,3,0,16,13,3,16,JULI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,97,73,50,47,15,2,1,39,9,1,45,4,0,0,0,0,49,45,4,16,11,3,8,3,54,4,50,12,JULI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,74,16,15,1,0,0,0,7,8,0,15,0,0,0,0,0,10,6,4,6,7,2,5,1,0,0,0,0,JULI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,83,44,26,16,1,0,0,3,12,2,11,11,9,4,5,4,44,36,8,3,30,28,2,16,13,6,7,9,JULI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,88,38,37,30,28,9,6,23,6,0,0,36,15,11,4,9,37,35,2,28,17,3,14,3,16,3,13,11,JULI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,67,68,43,36,1,1,1,39,2,1,19,18,13,7,6,0,35,5,30,4,22,3,19,1,69,27,42,28,JULI
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,42,59,24,6,2,2,1,8,8,0,7,3,1,1,0,1,57,40,17,29,37,37,0,7,49,27,22,41,JULI
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,91,15,10,4,3,3,1,0,0,3,8,2,0,0,0,0,13,5,8,2,0,0,0,0,3,2,1,2,JULI
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,58,65,53,29,28,25,8,4,27,6,53,0,2,2,0,1,45,10,35,2,2,1,1,1,45,34,11,4,JULI
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,53,18,8,3,1,0,0,7,0,0,2,6,10,10,0,9,17,8,9,3,5,0,5,0,2,1,1,1,JULI
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,88,23,5,0,0,0,0,5,0,0,1,3,4,3,1,3,15,9,6,3,0,0,0,0,4,0,4,1,JULI
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,39,16,0,0,0,0,0,0,0,0,0,0,6,1,5,0,12,12,0,6,7,3,4,1,2,2,0,1,JULI
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,74,39,32,5,0,0,0,23,0,5,26,2,2,1,1,0,29,25,4,21,18,14,4,12,38,9,29,7,JULI
